STUDENT ID,Student_Age,Sex,Graduated High-School Type,Scholarship Type,Additional Work,Sports Activity,Transportation,Weekly Study Hours,Attendance,Reading,Notes,Listening in Class,Project Work,Grade
S04720,18,Male,Specialized,Need-based,No,Yes,Bus,12,95.82,35,66,88,Yes,34
S04721,17,Female,Specialized,Athletic,No,Yes,Bus,20,78.68,55,83,64,No,12
S04722,17,Female,Private,Athletic,Yes,No,Walk,11,50.31,86,97,74,No,45
S04723,22,Male,Private,None,No,Yes,Walk,25,62.2,68,45,79,Yes,35
S04724,20,Female,Private,Athletic,No,No,Walk,0,87.67,45,40,86,No,3
S04725,19,Female,Public,None,No,No,Bus,21,52.6,14,3,14,Yes,60
S04726,19,Male,Specialized,Merit-based,No,No,Walk,26,99.65,86,86,26,No,64
S04727,17,Male,Public,Athletic,Yes,Yes,Bus,31,94.9,7,7,15,No,42
S04728,23,Female,Specialized,Athletic,No,No,Other,7,61.19,55,9,45,Yes,26
S04729,21,Male,Specialized,Merit-based,No,No,Car,33,94.78,10,4,96,Yes,91
S04730,23,Female,Public,Athletic,Yes,No,Walk,17,84.97,70,73,71,No,88
S04731,18,Female,Public,Athletic,No,No,Bus,3,71.27,22,89,47,Yes,87
S04732,21,Male,Specialized,Need-based,No,No,Other,0,59.81,44,79,64,No,65
S04733,21,Male,Private,None,Yes,Yes,Bike,15,60.01,26,58,18,No,22
S04734,22,Male,Private,Athletic,No,No,Other,29,79.7,30,57,89,Yes,50
S04735,17,Male,Private,Athletic,Yes,No,Car,22,70.8,46,22,36,Yes,85
S04736,23,Male,Private,None,No,No,Other,30,79.76,65,60,57,Yes,81
S04737,23,Male,Specialized,Need-based,No,Yes,Walk,27,66.51,94,16,54,Yes,55
S04738,17,Female,Private,None,No,No,Walk,36,61.5,60,27,52,No,51
S04739,23,Female,Private,Athletic,Yes,Yes,Bike,15,91.83,7,17,46,Yes,53
S04740,24,Male,Private,Merit-based,No,No,Bus,8,96.0,64,51,2,No,15
S04741,17,Female,Specialized,Merit-based,Yes,Yes,Other,1,85.26,24,57,87,Yes,95
S04742,22,Female,Public,Need-based,Yes,Yes,Bike,1,58.08,16,40,85,Yes,66
S04743,20,Female,Private,Need-based,Yes,Yes,Walk,31,54.62,29,74,61,Yes,0
S04744,21,Female,Specialized,Athletic,Yes,No,Bus,15,76.95,23,97,0,No,97
S04745,22,Male,Specialized,Need-based,Yes,No,Bus,12,77.52,94,78,38,Yes,25
S04746,19,Female,Private,Athletic,Yes,No,Car,26,81.96,51,0,72,No,59
S04747,18,Female,Public,Merit-based,No,No,Walk,30,95.31,62,96,32,No,69
S04748,20,Male,Public,Need-based,No,Yes,Bus,32,82.34,60,72,22,No,43
S04749,19,Male,Public,Athletic,No,No,Car,20,95.81,76,16,33,No,35
S04750,21,Male,Specialized,None,No,No,Car,18,55.88,57,78,48,No,8
S04751,23,Male,Private,Need-based,Yes,Yes,Walk,12,85.46,78,3,48,No,6
S04752,17,Female,Private,Athletic,No,Yes,Bus,18,96.37,89,45,98,Yes,30
S04753,21,Male,Specialized,Athletic,No,Yes,Bus,34,73.14,31,69,48,Yes,32
S04754,22,Female,Private,None,Yes,Yes,Other,34,98.38,34,5,9,No,53
S04755,18,Female,Private,Merit-based,No,No,Bus,32,77.63,15,82,95,No,67
S04756,22,Male,Public,None,Yes,No,Car,2,97.15,8,22,65,Yes,69
S04757,20,Male,Private,Athletic,No,Yes,Bike,20,87.43,18,93,70,Yes,74
S04758,20,Male,Private,None,No,Yes,Walk,39,72.89,39,0,87,Yes,76
S04759,18,Male,Specialized,None,Yes,No,Bike,22,51.71,39,72,66,No,72
S04760,24,Male,Specialized,Athletic,No,Yes,Bus,10,82.87,45,60,75,No,50
S04761,19,Male,Public,Merit-based,No,Yes,Car,3,62.71,2,21,38,No,17
S04762,19,Female,Specialized,None,No,Yes,Bike,3,64.43,25,64,41,No,25
S04763,20,Female,Public,None,No,No,Walk,14,50.99,71,56,99,No,86
S04764,20,Female,Public,Need-based,Yes,No,Other,27,77.88,69,35,90,No,86
S04765,23,Female,Private,Need-based,No,No,Bike,35,64.46,4,24,0,No,50
S04766,17,Male,Public,Athletic,Yes,Yes,Other,7,99.12,84,15,45,Yes,61
S04767,23,Male,Private,Athletic,Yes,No,Bus,23,87.45,26,25,35,No,4
S04768,23,Female,Public,Athletic,No,Yes,Bus,33,67.87,43,91,95,Yes,9
S04769,24,Female,Specialized,Need-based,Yes,No,Walk,14,64.72,37,4,90,No,46
S04770,19,Female,Specialized,Athletic,No,Yes,Other,22,85.75,71,21,43,No,39
S04771,24,Male,Specialized,None,Yes,Yes,Other,26,62.71,85,13,30,No,82
S04772,24,Male,Public,None,Yes,No,Walk,13,72.4,86,72,96,Yes,71
S04773,18,Male,Public,Merit-based,Yes,No,Bike,1,58.02,88,77,57,Yes,14
S04774,19,Female,Private,Athletic,Yes,Yes,Walk,34,62.71,70,79,95,Yes,18
S04775,17,Female,Private,None,No,Yes,Bus,6,54.92,77,93,3,Yes,67
S04776,22,Male,Private,None,No,Yes,Other,15,71.36,40,95,52,Yes,98
S04777,20,Male,Private,Merit-based,No,Yes,Car,21,96.34,57,69,88,No,36
S04778,20,Female,Public,None,No,Yes,Car,27,55.04,28,16,92,No,75
S04779,17,Female,Public,Merit-based,Yes,No,Bus,31,71.87,80,0,56,No,30
S04780,24,Male,Private,Merit-based,No,Yes,Other,6,64.92,50,17,72,No,79
S04781,23,Female,Public,Need-based,No,No,Other,21,68.15,69,74,77,Yes,63
S04782,18,Male,Public,None,No,No,Walk,1,88.57,95,10,49,Yes,84
S04783,24,Male,Public,Need-based,Yes,No,Bike,7,71.75,62,91,4,Yes,54
S04784,20,Female,Public,None,Yes,No,Walk,6,82.52,18,11,51,No,83
S04785,21,Female,Private,Need-based,Yes,Yes,Car,37,98.61,26,33,16,Yes,59
S04786,23,Female,Private,Merit-based,Yes,No,Other,20,80.82,93,79,31,No,49
S04787,20,Male,Public,Merit-based,Yes,No,Bike,21,66.87,52,73,5,Yes,21
S04788,21,Female,Specialized,Merit-based,No,No,Walk,34,69.88,96,7,68,No,43
S04789,24,Female,Private,Merit-based,Yes,Yes,Bike,17,84.8,44,89,92,No,68
S04790,17,Male,Private,None,No,No,Car,8,84.72,10,41,91,No,7
S04791,17,Male,Specialized,Athletic,Yes,No,Bike,1,68.41,9,13,60,Yes,7
S04792,23,Female,Private,None,Yes,No,Other,16,86.22,92,50,9,No,32
S04793,20,Male,Specialized,Need-based,Yes,Yes,Bike,39,77.53,85,8,22,Yes,90
S04794,19,Male,Specialized,None,Yes,Yes,Bike,19,99.02,19,82,52,No,29
S04795,21,Male,Public,None,Yes,Yes,Walk,5,95.4,18,97,60,Yes,91
S04796,18,Female,Private,Need-based,Yes,No,Bike,10,91.19,87,37,18,Yes,81
S04797,20,Female,Specialized,Merit-based,No,Yes,Bike,4,51.72,91,28,3,Yes,9
S04798,18,Male,Public,Need-based,Yes,Yes,Car,9,69.02,1,28,45,Yes,39
S04799,20,Male,Private,Need-based,Yes,Yes,Bike,22,78.66,39,27,31,No,12
S04800,19,Male,Public,Athletic,No,No,Walk,32,76.08,17,87,83,No,60
S04801,19,Female,Public,Athletic,Yes,Yes,Walk,39,88.18,81,91,45,No,42
S04802,23,Male,Specialized,Merit-based,Yes,No,Other,35,95.45,1,75,61,Yes,54
S04803,23,Male,Private,Need-based,No,No,Car,38,89.36,46,82,91,Yes,50
S04804,19,Female,Public,Need-based,No,No,Bus,33,61.01,48,5,53,No,86
S04805,22,Male,Specialized,Need-based,Yes,No,Other,16,74.28,22,1,99,No,18
S04806,19,Female,Specialized,None,Yes,Yes,Bike,25,69.68,46,52,86,No,53
S04807,17,Female,Public,Athletic,Yes,Yes,Car,26,88.31,78,30,66,Yes,22
S04808,17,Female,Public,Athletic,Yes,No,Other,2,94.76,88,36,23,No,61
S04809,22,Male,Specialized,Merit-based,Yes,No,Walk,18,64.34,44,55,65,No,40
S04810,24,Male,Public,Athletic,Yes,No,Car,7,74.45,81,92,17,No,79
S04811,21,Female,Public,Athletic,No,No,Car,16,86.6,20,39,95,Yes,11
S04812,24,Male,Private,Merit-based,No,Yes,Bike,0,52.5,46,11,47,No,99
S04813,18,Female,Specialized,Need-based,No,Yes,Car,6,98.15,31,54,45,Yes,3
S04814,24,Male,Public,None,No,No,Car,35,90.0,18,96,47,No,11
S04815,20,Female,Specialized,Merit-based,Yes,Yes,Bus,2,77.14,17,56,61,No,26
S04816,24,Female,Private,Athletic,No,Yes,Bike,18,88.93,23,44,93,Yes,13
S04817,20,Male,Specialized,Merit-based,Yes,Yes,Car,26,91.82,46,24,26,Yes,15
S04818,22,Male,Specialized,Athletic,Yes,Yes,Car,2,74.69,29,41,61,No,92
S04819,17,Male,Specialized,Need-based,No,No,Bus,33,72.0,92,17,77,No,11
S04820,23,Male,Private,Need-based,Yes,Yes,Bus,4,91.89,84,29,64,No,52
S04821,20,Female,Private,Need-based,No,No,Walk,36,92.98,20,17,51,No,14
S04822,17,Female,Specialized,Athletic,No,Yes,Bike,15,56.18,47,6,0,No,0
S04823,21,Male,Specialized,Merit-based,No,Yes,Bus,13,95.39,65,78,49,Yes,27
S04824,18,Male,Private,Athletic,No,No,Car,29,63.84,44,29,39,Yes,7
S04825,21,Female,Public,Need-based,No,Yes,Bus,31,83.36,0,4,71,No,95
S04826,22,Male,Private,Need-based,Yes,No,Other,11,85.47,21,68,16,No,88
S04827,24,Male,Specialized,Need-based,No,Yes,Walk,26,63.99,55,32,0,Yes,98
S04828,24,Male,Public,Athletic,Yes,No,Walk,25,65.21,39,5,77,Yes,75
S04829,19,Male,Public,None,Yes,Yes,Bike,28,85.32,37,47,76,Yes,59
S04830,19,Female,Public,Need-based,Yes,No,Walk,22,58.75,18,3,29,Yes,5
S04831,19,Female,Private,Merit-based,Yes,Yes,Bike,21,92.92,18,12,76,Yes,62
S04832,21,Male,Private,Need-based,No,No,Other,19,61.14,65,25,66,Yes,94
S04833,20,Female,Private,Athletic,Yes,Yes,Car,37,67.56,92,48,21,No,8
S04834,18,Male,Private,Merit-based,No,No,Other,15,63.33,86,19,34,No,51
S04835,19,Male,Specialized,Athletic,Yes,No,Bike,30,62.26,46,31,55,Yes,88
S04836,22,Male,Public,None,No,Yes,Bike,2,98.94,57,95,13,No,53
S04837,22,Female,Specialized,None,No,No,Bike,20,62.67,56,64,44,No,83
S04838,19,Female,Private,Athletic,No,No,Car,38,78.92,47,88,85,Yes,78
S04839,24,Female,Private,Need-based,No,Yes,Bike,4,87.27,90,88,32,Yes,53
S04840,19,Female,Specialized,Merit-based,No,Yes,Other,19,52.1,44,52,11,Yes,35
S04841,18,Female,Public,Need-based,Yes,Yes,Car,22,94.08,86,64,23,No,25
S04842,19,Male,Public,Athletic,Yes,No,Other,31,57.64,91,2,68,No,40
S04843,18,Male,Private,Athletic,Yes,No,Car,8,79.4,27,20,56,No,10
S04844,22,Female,Private,Need-based,Yes,Yes,Bike,2,82.06,59,42,8,No,62
S04845,19,Female,Private,Merit-based,No,No,Car,26,81.48,4,24,1,No,26
S04846,21,Female,Private,Merit-based,Yes,Yes,Bus,26,86.67,17,84,58,No,38
S04847,23,Male,Public,Merit-based,Yes,No,Other,9,96.56,93,66,94,Yes,20
S04848,21,Female,Specialized,Merit-based,Yes,Yes,Bus,15,96.34,87,92,28,Yes,5
S04849,22,Male,Public,Merit-based,Yes,No,Bus,23,78.9,36,34,92,Yes,10
S04850,18,Male,Specialized,None,Yes,Yes,Bike,22,68.5,79,85,99,No,45
S04851,21,Female,Private,None,No,Yes,Bike,8,66.08,92,22,54,No,30
S04852,18,Male,Private,Athletic,No,Yes,Bus,1,94.33,93,12,93,Yes,55
S04853,21,Male,Specialized,None,Yes,No,Car,5,92.66,24,97,21,No,74
S04854,21,Female,Private,Merit-based,No,No,Bike,36,64.79,37,22,84,No,50
S04855,18,Male,Public,Merit-based,Yes,No,Other,34,57.62,0,62,48,Yes,7
S04856,20,Female,Private,Merit-based,No,Yes,Bus,6,93.06,39,98,11,Yes,82
S04857,21,Male,Private,Athletic,No,No,Other,14,80.42,54,82,70,No,95
S04858,19,Female,Private,Athletic,Yes,No,Other,20,65.66,94,14,88,Yes,89
S04859,23,Female,Private,Need-based,No,Yes,Other,37,80.53,38,78,7,Yes,42
S04860,22,Male,Public,None,Yes,Yes,Bus,35,53.31,94,25,96,No,33
S04861,20,Female,Specialized,None,Yes,Yes,Walk,22,59.51,96,66,15,No,46
S04862,18,Male,Private,Need-based,No,Yes,Bike,28,77.29,75,80,39,No,15
S04863,20,Male,Private,Need-based,No,No,Other,12,76.96,24,93,44,No,96
S04864,17,Female,Public,None,No,Yes,Bus,4,62.33,22,60,63,Yes,34
S04865,17,Male,Public,Merit-based,No,No,Walk,38,99.1,42,27,62,Yes,9
S04866,21,Female,Public,None,Yes,Yes,Bus,38,70.62,47,33,50,Yes,99
S04867,21,Male,Private,Merit-based,Yes,No,Bike,0,85.43,91,15,9,Yes,86
S04868,19,Male,Specialized,Athletic,Yes,Yes,Bus,19,62.92,96,42,75,Yes,54
S04869,23,Female,Public,None,Yes,Yes,Car,0,71.22,37,10,85,No,47
S04870,22,Male,Public,None,Yes,Yes,Car,34,91.56,89,23,70,Yes,3
S04871,20,Male,Public,Athletic,Yes,Yes,Other,39,92.43,23,86,44,No,18
S04872,17,Male,Specialized,Athletic,No,Yes,Bus,6,56.76,4,24,84,Yes,59
S04873,21,Male,Private,Athletic,Yes,No,Bus,34,67.73,59,76,55,Yes,82
S04874,24,Male,Private,Athletic,Yes,No,Other,33,60.16,16,18,85,Yes,41
S04875,24,Male,Private,Athletic,No,No,Other,4,94.51,36,33,72,Yes,13
S04876,22,Male,Public,Need-based,No,No,Walk,28,87.69,14,65,83,No,32
S04877,20,Male,Private,Need-based,Yes,No,Bus,26,78.17,65,71,12,Yes,47
S04878,21,Female,Public,Athletic,Yes,Yes,Bike,6,82.5,97,4,63,Yes,53
S04879,21,Male,Specialized,Athletic,No,Yes,Bike,0,95.71,19,74,87,No,51
S04880,17,Male,Specialized,Athletic,Yes,No,Bike,8,65.16,29,65,29,No,36
S04881,17,Female,Private,Athletic,No,No,Other,0,50.68,15,53,51,No,81
S04882,21,Female,Public,Merit-based,No,No,Other,26,51.32,43,95,53,Yes,7
S04883,18,Female,Public,Merit-based,No,No,Other,16,52.33,58,23,56,No,73
S04884,21,Male,Private,Athletic,Yes,No,Bike,31,56.42,3,75,17,Yes,30
S04885,22,Female,Specialized,Athletic,Yes,Yes,Walk,29,78.54,30,79,24,Yes,34
S04886,21,Female,Specialized,None,No,No,Car,14,99.05,25,50,52,No,54
S04887,19,Male,Specialized,Athletic,No,Yes,Bus,27,71.0,40,23,19,Yes,88
S04888,23,Male,Specialized,Athletic,Yes,No,Car,2,85.62,75,49,10,Yes,24
S04889,19,Female,Specialized,Need-based,Yes,Yes,Bus,27,89.61,1,53,39,No,2
S04890,19,Female,Private,Merit-based,Yes,No,Other,4,90.07,7,16,97,Yes,14
S04891,18,Male,Private,Athletic,No,No,Bike,1,72.16,77,95,22,No,95
S04892,18,Male,Private,Merit-based,No,Yes,Car,37,77.5,23,83,89,Yes,20
S04893,24,Male,Specialized,Merit-based,No,Yes,Other,15,66.44,39,34,86,No,57
S04894,21,Male,Specialized,None,Yes,Yes,Bus,16,84.39,24,29,41,No,96
S04895,19,Male,Private,Merit-based,No,No,Car,11,69.14,61,46,46,No,38
S04896,18,Female,Private,Merit-based,No,No,Car,25,65.55,57,41,55,Yes,26
S04897,17,Male,Specialized,Athletic,No,No,Car,6,81.37,70,21,32,Yes,13
S04898,21,Male,Public,Need-based,Yes,No,Car,23,67.06,31,30,88,Yes,35
S04899,22,Male,Private,Athletic,No,Yes,Car,15,70.4,86,50,97,No,45
S04900,23,Male,Specialized,Athletic,No,Yes,Other,17,85.54,45,36,25,No,9
S04901,20,Male,Specialized,Need-based,Yes,Yes,Bus,7,92.67,25,87,68,No,23
S04902,21,Female,Private,Need-based,No,Yes,Bus,26,71.74,41,87,28,No,9
S04903,20,Male,Public,None,Yes,Yes,Walk,25,76.11,6,12,93,Yes,94
S04904,19,Female,Specialized,Need-based,Yes,Yes,Bike,30,87.32,55,88,59,Yes,57
S04905,23,Male,Private,Athletic,No,Yes,Car,17,61.25,46,30,90,Yes,27
S04906,20,Female,Specialized,Need-based,Yes,No,Bus,1,70.75,49,99,36,Yes,67
S04907,19,Female,Specialized,Need-based,No,No,Bike,22,90.57,44,13,24,Yes,47
S04908,17,Male,Specialized,Need-based,Yes,Yes,Bike,21,94.72,67,83,73,Yes,18
S04909,20,Male,Specialized,Merit-based,No,Yes,Other,32,82.25,43,38,43,No,15
S04910,23,Male,Public,None,Yes,No,Car,17,69.67,24,91,33,No,95
S04911,24,Male,Private,Merit-based,Yes,Yes,Walk,14,80.3,51,88,11,Yes,69
S04912,21,Male,Private,Merit-based,Yes,No,Bike,2,58.94,17,37,92,Yes,50
S04913,19,Female,Private,None,No,No,Other,22,51.46,6,74,38,Yes,73
S04914,21,Male,Private,Merit-based,No,Yes,Car,1,53.73,21,17,18,No,58
S04915,23,Male,Private,Need-based,No,No,Bus,3,55.41,3,38,18,Yes,15
S04916,18,Female,Public,None,Yes,No,Walk,25,61.28,28,82,28,No,1
S04917,19,Male,Specialized,Merit-based,Yes,No,Car,18,73.09,87,66,65,No,71
S04918,20,Female,Specialized,Athletic,No,Yes,Other,9,61.62,39,40,89,Yes,38
S04919,19,Male,Private,Merit-based,No,Yes,Other,21,79.25,51,45,97,No,68
S04920,21,Female,Specialized,Athletic,Yes,No,Other,5,99.91,59,48,93,No,93
S04921,17,Male,Specialized,Need-based,Yes,Yes,Other,0,74.91,40,26,75,Yes,7
S04922,19,Female,Specialized,Athletic,Yes,No,Other,15,87.84,75,22,19,No,92
S04923,20,Female,Private,Merit-based,No,No,Walk,6,64.62,72,34,56,Yes,2
S04924,18,Male,Private,Merit-based,Yes,Yes,Bike,23,98.14,14,12,96,Yes,76
S04925,24,Male,Public,Merit-based,No,No,Bike,34,62.46,76,25,8,Yes,51
S04926,22,Male,Private,None,Yes,No,Bus,13,79.83,56,77,1,Yes,26
S04927,17,Female,Public,None,No,No,Bike,3,99.17,93,34,27,No,50
S04928,24,Female,Private,Merit-based,Yes,No,Other,14,90.41,98,40,33,No,75
S04929,18,Female,Specialized,Merit-based,Yes,No,Bike,22,99.6,34,5,20,Yes,60
S04930,19,Male,Public,Need-based,No,No,Bike,18,68.99,89,71,82,No,50
S04931,21,Male,Public,None,Yes,No,Other,13,53.88,18,51,77,Yes,39
S04932,23,Female,Public,None,Yes,Yes,Walk,26,62.17,20,52,80,No,5
S04933,21,Male,Private,None,Yes,Yes,Other,35,97.88,84,78,55,Yes,48
S04934,24,Female,Public,Athletic,No,No,Bike,37,68.53,12,7,4,No,14
S04935,20,Male,Private,Merit-based,Yes,Yes,Bike,21,56.24,20,46,84,No,45
S04936,21,Male,Public,Need-based,No,No,Bus,10,79.66,87,79,21,No,46
S04937,17,Female,Private,Need-based,Yes,No,Other,3,75.02,25,92,58,Yes,71
S04938,21,Male,Public,Merit-based,Yes,No,Bus,31,53.12,55,63,39,Yes,51
S04939,20,Male,Specialized,Merit-based,No,No,Bus,39,72.65,30,33,83,Yes,87
S04940,22,Male,Specialized,Need-based,No,Yes,Car,23,81.64,29,28,91,Yes,31
S04941,19,Male,Public,Athletic,No,No,Bus,33,61.63,23,34,62,Yes,30
S04942,23,Male,Private,Need-based,No,No,Bike,2,56.22,95,47,31,Yes,37
S04943,24,Female,Private,Athletic,No,Yes,Bike,37,93.24,29,73,44,No,54
S04944,19,Male,Private,Athletic,No,Yes,Car,1,81.27,25,64,82,Yes,2
S04945,21,Female,Specialized,None,Yes,Yes,Car,22,57.76,81,68,91,No,47
S04946,18,Male,Specialized,Merit-based,Yes,Yes,Other,39,81.46,53,66,86,Yes,98
S04947,19,Male,Specialized,None,Yes,Yes,Car,19,86.76,75,13,32,Yes,12
S04948,22,Female,Private,Athletic,Yes,Yes,Walk,7,79.88,20,45,81,Yes,57
S04949,21,Female,Private,Need-based,No,No,Bike,34,55.81,22,26,34,No,41
S04950,23,Male,Private,None,Yes,No,Bike,2,56.24,27,45,45,Yes,40
S04951,20,Male,Public,Need-based,Yes,Yes,Car,31,52.26,80,28,35,No,14
S04952,22,Female,Public,Athletic,Yes,Yes,Car,30,61.7,78,0,61,Yes,25
S04953,21,Female,Public,Need-based,No,No,Bike,30,52.98,22,81,82,Yes,11
S04954,22,Female,Specialized,None,No,Yes,Car,0,90.27,58,2,89,Yes,88
S04955,19,Female,Specialized,Athletic,Yes,Yes,Other,11,50.77,52,25,99,No,91
S04956,23,Male,Private,Merit-based,No,Yes,Car,17,79.05,52,20,25,Yes,18
S04957,20,Male,Public,None,Yes,No,Car,23,90.49,33,23,6,Yes,72
S04958,21,Male,Private,None,No,Yes,Other,35,94.74,91,44,86,Yes,98
S04959,17,Male,Public,Merit-based,Yes,No,Other,28,70.47,67,83,4,Yes,44
S04960,24,Male,Public,Athletic,No,No,Other,24,81.05,11,28,86,No,35
S04961,20,Female,Private,Merit-based,Yes,No,Bike,22,97.56,1,17,99,No,31
S04962,17,Female,Private,None,Yes,Yes,Car,2,83.58,24,2,31,Yes,66
S04963,22,Female,Public,Athletic,No,Yes,Other,29,95.05,87,50,78,No,4
S04964,18,Male,Public,Need-based,No,No,Other,16,84.21,94,96,90,Yes,59
S04965,20,Female,Specialized,None,No,No,Bike,29,53.4,67,17,80,Yes,81
S04966,22,Male,Private,Need-based,No,Yes,Walk,18,59.84,43,36,83,Yes,41
S04967,17,Male,Private,Merit-based,Yes,No,Car,4,97.02,33,62,56,No,50
S04968,19,Male,Private,Athletic,Yes,Yes,Walk,39,92.21,5,84,79,No,78
S04969,19,Female,Private,Merit-based,Yes,No,Walk,33,71.14,94,18,61,Yes,88
S04970,18,Male,Public,Need-based,Yes,Yes,Other,8,58.06,38,22,27,No,17
S04971,24,Male,Specialized,None,Yes,Yes,Bike,38,57.86,49,83,94,No,70
S04972,20,Female,Private,Athletic,Yes,No,Car,25,95.24,23,54,79,Yes,21
S04973,20,Male,Public,Merit-based,Yes,No,Car,4,58.31,88,23,77,No,87
S04974,20,Female,Public,Need-based,Yes,Yes,Car,23,69.31,4,82,73,No,34
S04975,24,Male,Public,Need-based,No,No,Walk,30,95.04,53,25,65,No,21
S04976,22,Female,Public,None,Yes,No,Bus,23,51.67,53,96,96,No,26
S04977,23,Male,Public,Need-based,No,No,Bike,20,81.54,9,95,40,Yes,1
S04978,23,Male,Private,Athletic,No,Yes,Bus,21,67.53,81,53,85,No,60
S04979,18,Female,Private,Need-based,No,No,Walk,37,55.39,92,98,65,No,74
S04980,20,Male,Specialized,None,No,No,Other,21,78.38,74,88,63,Yes,25
S04981,22,Female,Private,Merit-based,Yes,No,Bus,20,74.25,93,32,6,Yes,6
S04982,19,Male,Public,Athletic,No,No,Bus,29,54.96,68,87,40,No,82
S04983,17,Female,Specialized,Merit-based,Yes,Yes,Bike,9,63.36,5,56,44,No,82
S04984,22,Male,Public,Merit-based,Yes,No,Walk,2,87.02,77,8,43,Yes,73
S04985,24,Male,Public,Need-based,No,Yes,Bike,38,87.79,15,63,29,Yes,94
S04986,23,Male,Private,Need-based,Yes,Yes,Other,28,79.93,59,74,37,No,64
S04987,23,Female,Public,None,Yes,No,Car,24,55.52,13,84,38,No,80
S04988,19,Female,Private,Need-based,No,No,Walk,1,92.65,32,58,18,Yes,73
S04989,19,Female,Public,Need-based,No,Yes,Other,12,58.64,68,80,46,Yes,35
S04990,24,Female,Specialized,Merit-based,Yes,No,Other,26,86.05,39,15,37,No,20
S04991,17,Female,Public,Athletic,Yes,No,Bus,28,52.13,77,4,16,Yes,16
S04992,19,Male,Private,Need-based,Yes,Yes,Bike,13,66.59,39,43,73,No,41
S04993,18,Male,Public,Athletic,Yes,No,Bus,3,73.92,8,45,78,Yes,43
S04994,17,Male,Private,Need-based,No,No,Bus,7,51.4,90,9,68,Yes,42
S04995,19,Male,Private,Need-based,No,No,Car,4,58.58,66,76,98,Yes,66
S04996,21,Male,Specialized,None,No,Yes,Bike,26,65.95,73,57,3,No,49
S04997,22,Female,Private,Need-based,No,No,Car,23,99.13,47,69,34,No,21
S04998,19,Male,Specialized,None,Yes,Yes,Other,33,88.97,74,63,0,Yes,93
S04999,18,Female,Specialized,Merit-based,No,Yes,Car,27,92.03,97,79,80,No,49
S05000,20,Male,Public,Athletic,Yes,Yes,Other,23,83.38,64,69,84,Yes,35
S05001,19,Female,Specialized,Need-based,Yes,No,Bus,4,64.62,9,92,57,Yes,68
S05002,23,Female,Private,None,No,No,Car,12,85.47,5,59,21,No,2
S05003,23,Female,Private,Merit-based,Yes,Yes,Bike,17,83.69,71,24,4,No,64
S05004,23,Male,Specialized,Need-based,Yes,Yes,Car,16,80.5,61,86,59,No,80
S05005,20,Male,Public,None,Yes,No,Other,29,64.92,30,10,35,Yes,53
S05006,23,Male,Specialized,None,No,No,Walk,37,63.16,5,92,8,No,51
S05007,21,Male,Specialized,Merit-based,Yes,Yes,Bike,18,66.81,94,84,83,Yes,21
S05008,19,Female,Private,Need-based,Yes,No,Other,21,65.62,33,62,56,No,90
S05009,24,Female,Public,Need-based,Yes,Yes,Walk,17,53.89,92,25,77,Yes,32
S05010,23,Female,Public,Athletic,Yes,Yes,Bike,25,90.11,66,40,83,Yes,20
S05011,17,Female,Public,Need-based,No,No,Walk,14,68.46,61,52,89,Yes,0
S05012,24,Male,Public,None,No,No,Bus,27,85.33,85,74,3,No,3
S05013,20,Female,Private,Athletic,Yes,No,Bus,29,64.0,11,23,50,Yes,40
S05014,21,Male,Public,Athletic,Yes,Yes,Car,27,80.1,37,80,38,Yes,5
S05015,17,Female,Public,Need-based,Yes,No,Car,19,51.73,82,72,83,No,27
S05016,17,Female,Public,Athletic,No,No,Car,3,55.3,6,71,51,No,75
S05017,17,Female,Private,None,No,Yes,Car,3,68.23,63,93,74,Yes,86
S05018,17,Male,Private,None,Yes,Yes,Walk,36,63.44,86,6,70,No,11
S05019,24,Male,Public,Merit-based,Yes,No,Bike,14,67.67,76,86,54,Yes,47
S05020,24,Female,Private,None,No,No,Bike,33,96.53,3,72,30,Yes,57
S05021,19,Female,Specialized,Merit-based,Yes,Yes,Car,10,53.7,20,82,49,Yes,44
S05022,23,Female,Public,Athletic,No,Yes,Bus,22,73.14,77,63,7,Yes,32
S05023,22,Male,Private,Merit-based,Yes,No,Other,34,59.91,35,71,86,No,20
S05024,19,Male,Public,Need-based,Yes,No,Car,34,67.79,6,45,14,No,57
S05025,19,Male,Public,Merit-based,Yes,Yes,Car,10,83.85,76,77,64,Yes,90
S05026,21,Female,Private,Need-based,Yes,No,Bus,1,98.65,34,50,9,No,49
S05027,21,Male,Specialized,Athletic,No,Yes,Other,14,84.74,48,91,40,Yes,95
S05028,23,Female,Public,Merit-based,No,Yes,Walk,39,94.24,96,98,87,Yes,0
S05029,22,Male,Specialized,None,No,No,Walk,27,57.36,10,70,78,No,31
S05030,21,Female,Private,Need-based,Yes,No,Other,30,59.07,88,5,47,No,66
S05031,23,Female,Public,Athletic,Yes,Yes,Other,31,93.84,23,29,20,No,96
S05032,23,Male,Private,None,No,Yes,Walk,33,80.38,21,15,85,Yes,0
S05033,24,Female,Private,Need-based,No,Yes,Car,21,89.61,42,56,23,No,23
S05034,18,Female,Private,Athletic,Yes,No,Car,28,61.14,50,64,73,No,18
S05035,24,Female,Private,Athletic,No,Yes,Bus,7,67.43,48,60,22,No,17
S05036,22,Male,Public,None,Yes,Yes,Other,21,54.05,21,16,79,No,95
S05037,21,Female,Specialized,Athletic,No,Yes,Car,11,94.78,78,62,68,Yes,43
